제목,내용,댓글,작성일자,URL
코스닥 여행주들 3개월 하락한걸,하루만에 원상복구 시키노 이래서 코스닥은 빠져도 겁안난다,ㅇㅇ (2022.02.04 16:21:59): 3개월오른거 하루만에 빠져보실?|nilniri~♪♬ (2022.02.04 17:53:55): 2연상이 더 필요하다 ㅠㅠ  - dc App,2022-02-04 16:00:02,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1807304&exception_mode=recommend&search_pos=-1804423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스닥 내일 10% 갭떠서 시작하는 이유,"S&P500이 1/20 가격까지 올라왔다.1/20 코스닥이 959, 연휴전 종가가 873 959까지 10% 떠서 시작해야 맞음개추안누르면 2%오르고 끝남  컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",ㅇㅇ (2022.02.02 14:14:24): 갭 2.5%시작 종가 1프로상승 ㅅㄱ|정리매매전문 (2022.02.02 14:18:08): 개추누름  - dc App|ㅇㅇㅇㅇ (2022.02.02 14:27:23): 한2%대 상승마감하면 평타 친거라고 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.02.02 14:52:39): 조선을 믿어?|ㅇㅇ (2022.02.02 14:53:11): 응 개잡주는 호재반영안해|ㅇㅇ (2022.02.02 15:13:44): 어딜 세계의 근본주들이랑 짱개도 울고 갈 씹스캠 물분 횡령 내부자거래 회계분식 생기는 쓰레기더미랑 비교하노|GoldmanSachs (2022.02.02 15:20:47): '선반영'  - dc App|ㅇㅇ (2022.02.02 15:59:23): 씹새가 치트쓰노,2022-02-02 14:13:46,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1799919&exception_mode=recommend&search_pos=-1794423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
올해가 마지막 불꽃이다 즐기고 내년에 싹다 팔아라,"같은 애기 몇번이나 반복한다  지금까지 마r~켓을 요약하면ㅋㅋㅋ 2015 12월 08위기 출구전략으로 첫 금리인상을 시작하고 2018까지 점진적 인상기조를 유지하자 신흥국들이 못견디고 낙오된다 그런 신흥국 상황이 부메랑이 되어 미국 경기에 악영향을 주자 미국은 2019들어 금리를 동결 재인하한다 그러자 숨통이 트이며 신흥국들 반색하고 미중 무역전쟁도 일단 합의로 일단락 되며 2019 하반기는 금융시장 분위기가 좋았다 그래서 2020에는 금리를 다시 올려야 된다는 이야기가 솔솔 나오기 시작하는데  2020 코로나가 터지고 팬데믹 공포 강력한 디플레로부터 경제를 지키기 위해 무지성 유동성 공급이 시작된다 그렇게 2020 유동성 장세가 시작되고 코스피 대형주들이 주도하며 3천 돌파했으나  2021 년초에 꼭지를 찍고 1년 내내 하락하는 가운데 미국의 본격 긴축이 점점 가시권에 들어온다 이유는 예상치 못한 강한 인플레로 이 인플레를 못잡으면 레이달리오가 말한  달러의 몰락이 시작되고 달러패권이 저물고 이는 미 제국의 종말을 의미한다 바이든의 지지율은 최악이고 이유는 역시 고인플레다 재선을 위해선 무슨 수를 써서라도 잡아야 한다  fed 또한 바이든 정부와 상관 없이 인플레 못잡으면 더이상 시장은 fed를 신뢰 존중하지 않는다 이말은 더이상 무제한 달러 풀기가 안먹힌다는 소리다 즉 미국은 파산으로 달려가고 달러 기축통화는 무너진다  결론 fed와 바이든 정부는 어떻게든 달러의 신성함을 지키고 제국의 몰락을 막기 위해서라도 현재의 고인플레를 무조건 반드시 잡아야 한다 만약은 없다 all or nothing 일뿐 그래서 올해 강한 금리인상을 시사했고 시장상황 봐가면서 실행한단다 이 말은 ""버블을 터트리진 않을거야 근데 줄이긴 해야돼 니들도 인정하잖아 그래서 조심스럽게 다룰게 인플레만 잡히면 그땐 또 이야기가 달라지는거야 우리가 이럴 이유가 없어지겠지?"" 즉 금리인상으로 인플레가 누그러지면 더이상 금리 안올리고 인플레가 안잡힌다? fed가 푼 돈 다시 회수하는 양적긴축 바로 실행해서 금리인상 보다 더 강한 긴축으로 진입하겠단 소리다  그럼 마r~켓 입장은 뭐다? 이 모든 원흉이 예상치 못한 고인플레고 그것 때문에 fed가 칼을 갈고 있고 그것만 도려내면 시장은 안전하고 다시 뭔가를 이룰 수 있다는 기대감이 차오르겠지 공공의 적 인플레만 때려잡으면 우리 다시 가즈아! 할 수 있다구!  이쯤에서 미니애폴리스, 클리브랜드 연은 총재들이 이구동성으로 올해 내년 미국 인플레가 누그러질 것이며 소비자물가 3.2% 2.1%를 찍을 것이란 의견을 내놓는다 40년만의 7%인데 그 반토막 1/3토막을 내놨다  이는 올해 상반기 미국 금리인상으로 인플레가 둔화되면 시장에 강한 호재로 작용할 가능성이 크다는 소리다 언론은  다시 한목소리로 지금과는 다른 스탠스를 취할테니까  ""인플레 둔화""  짜증나게 시장을 짓누르던 인플레 공포, 금리인상 긴축에서 인플레가 타격받기 시작했다는 소식이 전해지면 그럼 긴축을 빠르게 강하게 가져갈 이유가 사라졌네? 시장의 반색과 반등 그리고 여기에 추가될 대호재가 있으니 바로 코로나 팬데믹 종식, 엔데믹 전환이다 올해 코로나는 독감으로 전환되고 올해 말 독감+코로나 백신을 접종할 가능성이 크다  팬데믹 공포와 불확실성이 강하게 걷히는 것이다 who나 미국 유럽 선진국들서 팬데믹 종식 엔데믹 전환을 발표하면 그 자체로 시장엔 호재다  공급망 병목이 풀리는 속도는 점차 빨라질 것이고 공포에서 해방된 사람들이 일터로 다시 복귀하면 생산도 다시 늘기 시작한다 이 모든 것들은 고인플레 해소 요인들로 역시 시장엔 긍정적이다  결론은 뭐다? 올 봄엔 훈풍이 불고 여름엔 핫핫핫 가을엔 축배 겨울엔 기세등등 주식 조온나 쉽네~ 빤스만 입고 스파르타! 우우우 가즈아~! 다시 2020 모두가 축제 분위기가 돌아올거다 2020엔 유동성 장세, 올해는 코스피 실적주 및 코스닥 개잡주 장세 그렇게 유튜버서 삼전 20만 간다가 창궐하고 김모씨 냉모씨 존시발 같은 애들이 봐라 내 말이 마찌 마찌~ 설칠 때가 꼭지니 정리하고 나오면 된다 모두가 위기를 외치며 비관적일 때 상승과 버블이 잉태되고 모두가 상승을 외치며 긍정적일 때 하락과 재앙이 잉태된다",ㅇㅇ (2022.01.30 20:31:16): 감사합니다|40대현자 (2022.01.30 22:09:18): 개념가라  - dc App|ㅇㅇ (2022.01.30 22:23:48): 말 존나 웃기게하네|폐타이어 (2022.01.30 22:28:27): 개추준다  - dc App|비문학전자책 (2022.01.31 00:05:26): 딴지를 위해 딴지걸자면 인플레가 안잡히면 멸망인거지?  - dc App|희냥이 (2022.01.31 00:38:21): ㅇㅇ  - dc App|킹스 (2022.01.31 01:17:22): 미국 멸망 중국이 다음 패자|반대매매 (2022.01.31 00:16:01): ㅇㅂ|뿌룰루 (2022.01.31 11:06:45): 음.. 상승은 제한적일거 같은데. 이미 금리인상 방향은 정해졌고 얼마나 많이 얼마나 빨리 올릴지는 fed에서 시장 눈치만 보고 있는 상황. 올여름쯤 팬데믹 서서히 종료 분위기에 개미들 신나서 매수하면 그게 바로 외계+기관들 물량만 받아주는 꼴이 아닐까?|ㅇㅇ (2022.01.31 12:06:44): 친절한 설명 감사하누 ㅋㅋㅋ|인덕원꼬마 (2022.01.31 16:15:23): 희망사항을 써놓은거 같긴한데 금리인상으로 인플레가 둔화 안된다면 = 스태그로 가서 다뒤지는거고금리인상을  긴축발작오면= 코갤러는 그때 다 뒤지고,2022-01-30 20:16:07,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1795602&exception_mode=recommend&search_pos=-1794423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
"""긴축 악재는 이미 반영…美-러 악화 안되면 2600이 바닥","[코스피 6일만에 극적 반등]리서치센터장 긴급 시장진단과매도 국면이지만 악재 산적···당분간 변동성 장세 지속2분기 이후 인플레 우려 등 완화땐 시장 안정세 찾을 듯실적 우량주 분할 매수···장기 관점 현금비중 확대 바람직곤두박질치던 국내 증시가 6거래일 만에 반등에 성공했다. 증시를 짓누르던 ‘긴축 공포’가 다소 누그러지면서 대형주들이 간만에 등장한 반등장을 이끌었다. 하지만 외국인이 7일 연속 매도세를 거두지 않은 채 4조 원어치를 팔아치우면서 ‘불안한 반등’을 나타냈다. 실제로 코스피지수가 장중 3%를 넘나드는 급격한 변동성은 여전한 상황이다. 당초 ‘1월 효과’를 기대하던 우리 증시가 글로벌 하락률 1·2위를 다툴 정도로 ‘악몽의 1월’을 보냈다는 점에서 오는 2월 증시에 대한 기대감은 클 수밖에 없다. 국내 주요 증권사의 리서치센터장들은 코스피가 1월에만 10% 이상 떨어진 만큼 2600선을 기점으로 바닥권을 형성할 가능성이 있지만 긴축 리스크를 비롯해 미러 갈등과 인플레이션 우려 등 악재의 영향력이 계속될 것으로 내다봤다.◇“변동장 당분간 지속…반도체 상승하면 점차 안정”=28일 국내 증권사 리서치센터장들은 2월 증시 전망에 대해 현재의 변동성 국면이 지속될 가능성이 높다고 지적했다. 윤석모 삼성증권 리서치센터장은 “미국 연방준비제도(Fed·연준)가 3월 금리 인상 시 향후 경기 판단을 어떻게 하는지를 살펴봐야 하고, 3월 이후 오미크론 확산 흐름과 공급망 교란, 인플레이션 완화 등의 여부도 확인해야 한다”고 말했다. 2월 말까지는 현재의 변동장이 지속될 수 있다는 것이다. 박영훈 한화증권 리서치센터장은 “2월이 리스크의 정점을 지나갈 가능성이 높다”며 “통화정책 정상화는 연중 계속되는 이슈로 인플레이션 지표의 변화를 신중히 살펴야 하고, 만약 지표가 안정화되면 통화정책 정상화와 시장 펀더멘털 개선으로 이어질 것”이라고 했다. 황승택 하나금융투자 리서치센터장은 “미국 금리 인상 가속화 우려는 시장에 반영된 만큼 추가로 나올 이슈에 따른 악재는 줄어든 상황”이라며 “최근의 수급 부담을 해소하기 위해서는 LG에너지솔루션 주가의 안정이 가장 시급하다”고 지적했다.시장 안정화 시점을 하반기로 내다보는 시각도 있다. 서철수 미래에셋증권 리서치센터장은 “올해 글로벌 경기 둔화와 한국 수출 모멘텀 저하가 예상돼 주가가 크게 반등할 기회는 잘 주어지지 않을 것 같은데, 다만 2분기 이후 글로벌 인플레이션과 긴축 우려가 다소 완만해지고 하반기 반도체 사이클이 의미 있게 상승한다면 한국 시장도 점차 안정돼갈 가능성이 있다”고 전망했다.◇“과매도 국면…미러 악화 안 되면 2600이 바닥”=최근 증시 급락의 배경에 대해서는 미국의 긴축에 대한 우려와 전 세계 코로나19 확산, 우크라이나를 둘러싼 지정학적 위험 등 여러 악재가 겹친 탓이라는 공통된 의견을 내놓았다. 이들 악재가 동시다발적으로 터지면서 인플레이션 압력을 가중시킨 것은 물론 투자 심리까지 꽁꽁 얼어붙게 만들었다는 지적이다. 서 센터장은 “연준의 긴축이 예상보다 빨라질 것이라는 우려를 가장 직접적인 이유로 꼽을 수 있고, 올해 이익이 전년비 감소할 수 있다는 펀더멘털 측면과 연휴를 앞두고 대형 종목의 상장 등 일부 수급 꼬임이 부담으로 작용했다”고 말했다. 정용택 IBK투자증권 본부장도 “수급 부담도 무시 못 할 원인으로 LG에너지솔루션 상장 전후 관련 수급 부담이 영향을 줬고 여기에 더해 에코프로비엠과 오스템임플란트 등 지배구조 관련 소음 등이 연초 이후 시장을 급락시켰다”고 진단했다.증시 바닥 전망에 대해서는 2600선을 보는 시각이 우세했다. 윤 센터장은 “우크라이나 지정학적 이슈와 이를 반영한 국제유가 변동이 변수가 될 수 있지만 이미 선반영돼 과매도된 점을 감안하면 2600선에서 지지선을 확보할 것 같다”고 했다. 황 센터장은 “지수는 낮아질 만큼 낮아졌지만 국내 기업 이익이 더 이상 감소하지는 않지만 개선되지도 않을 수 있어 지금은 시장을 보수적으로 볼 필요가 있다”고 말했다. 정 본부장은 “악재가 여전한 상황으로 우크라이나에서 전쟁이 발발한다면 지금 수준이 오버슈팅하면서 더 내려갈 여지가 있어 2500~2600 정도를 바닥으로 본다”고 했다.◇“실적 우량주 분할 매수…시장 상승 확인 후 사도 늦지 않아”=변동장의 매수 전략에 대해서는 실적이 뒷받침되는 우량주 매수를 우선으로 꼽았다. 서 센터장은 “기대 수익을 다소 낮추고 변동성 관리에 주의하며 성장주 중에서도 실적이 뒷받침되는 퀄리티 주식을 사들여야 하고, 안정적 인컴을 주는 리츠·인프라 비중의 확대가 필요하다”고 했다. 서 센터장은 또 “인플레이션 헤지를 원한다면 우라늄·천연가스 상장지수펀드(ETF)가 좋다”고 추천했다. 정 센터장은 “배당 성향이 높고 통화정책 정상화에서 크게 손해 보지 않고 변동성이 높지 않은 방어주 중심의 포트폴리오가 필요하다”며 “올해가 성장주 분할 매수 시기”라고 했다. 박 센터장도 실적 우량주 분할 매수를 권했다. 장기적 관점의 접근도 조언도 나왔다. 윤석모 센터장 역시 “장기적 관점에서 현금 비중을 충분히 확보하고 대형 낙폭 과대주 중심으로 접근해야 한다”고 했고 황 센터장은 “지금 시장에서는 사고팔기보다 관망하는 전략이 맞다며 길게 보면서 시장에서 상승 추세가 관찰될 때 사도 늦지 않기 때문에 저가 매수는 의미가 없다”고 설명했다.◇국제 유가와 원자재 가격 체크…성장하는 산업 내 경쟁력 유지 기업 매수=리서치센터장들은 설 연휴에 따져봐야 할 체크포인트가 있다고 당부했다. 윤 센터장은 “당장은 오미크론 확진자의 감소세 여부가 주된 관전 포인트고 국제 유가의 안정세도 중요하게 지켜봐야 한다”고 했다. 황 센터장은 “러시아와 우크라이나 갈등은 원자재 가격에 영향을 주기 때문에 계속 살펴야 하고 미국 기업 실적도 짚어봐야 하는데 당장은 생각보다 미국 기업이 실적 괜찮지만 지난 2018년 금리 인상기에는 기업 실적이 부정적이었던 점에 유념할 필요가 있다”고 지적했다. 박영훈 센터장은 “LG에너지솔루션의 MSCI 편입과 코스피200(코스닥150) 종목 변경 등이 주의 깊게 지켜봐 한다”고 했다.",ㅇㅇ (2022.01.28 17:28:10): 대신증권이 없네 걔네가 그나마 맞췄던데|ㅇㅇ (2022.01.28 17:28:13): 딱 이거 반대로하면 돈벌수있다|ㅇ (2022.01.28 17:31:54): 2600? 무적권 개박살난다|ㅇㅇ (2022.01.28 21:20:44): ?|botrix (2022.01.30 12:20:15): 곱버스 매수 신호네  - dc App,2022-01-28 17:26:42,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1791944&exception_mode=recommend&search_pos=-1794423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스닥 17거래일동안 -20%네 ㅋㅋㅋㅋㅋㅋ,시발 존나 웃기네 3주만에 종합지수 -20% ㅋㅋ 미친3주 뒤면 지극히 평범한 예전 코스닥 지수로 돌아가겠네 슬램덩크 강백호냐?마치 이 2년동안의 시간이 아무것도 아니었던거처럼 돌아가는거ㄴㅑ? ㅋㅋㅋ,00 (2022.01.28 04:43:43): 은식좌 연전연승|ㅇㅇ (2022.01.28 06:21:44): 징징대지말고 지금 사,2022-01-28 03:08:57,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1788372&exception_mode=recommend&search_pos=-1784423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스닥은 문제아들만 모아둔 특별반 같은거지,다른 모범반인 나스닥이나 닛케이반에서 일탈이 일어나면 대서특필이지만 특수반인 코스닥에서 사건이 일어나면 그럼 그렇지 같은 느낌인거지  - dc official App,ㅇㅇ (2022.01.26 17:35:49): 특수반이 ㅈ으로 보이냐 특수반 덩치 커다란 애들은 잼민일진도 못건드림 ㅋㅋ|ㅇㅇ (2022.01.26 21:16:30): 쿠팡있잖아,2022-01-26 17:03:41,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1778354&exception_mode=recommend&search_pos=-1774423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
미래 코스닥 1위 기업!,무적의 존야중인 그 종목ㅋㅋㅋㅋㅋ컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅇㅇ (2022.01.26 15:22:08): 올해안에 찍을듯|말붕이 (2022.01.26 16:25:24): ㅅㅂ어지럽다,2022-01-26 15:18:37,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1777611&exception_mode=recommend&search_pos=-1774423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
[단독] 에코프로비엠 주식 내부자 거래로 금융위+검찰 수사…추가 수주 비,"2차전지 핵심소재 양극재 생산업체이자 코스닥 시가총액 1위를 기록했던 에코프로비엠이 주식 내부자거래 혐의로 검찰 수사를 받고 있다. 모회사인 에코프로의 이동채 회장을 비롯해 에코프로비엠 핵심 임원 4~5명이 피의자로 입건된 것으로 전해졌다. ESG 경영 환경이 강화되는 상황에서 주식 내부자거래 의혹은 향후 양극재 공급계약에 악영향을 미칠 것이라는 게 증권업계 전문가들의 설명이다. 회사측은 이와관련해 아무런 해명도 하지 않고 있다.금융당국 등에 따르면 에코프로비엠은 지난해 9월 전후 수차례 금융위원회 특별 금융대응반(단장 손영채)으로부터 현장 조사를 받았다. 조사 과정에는 남부지방검찰청 금융·증권범죄수사협력단(단장 박성훈) 소속 검사들도 참여해 압수수색도 했다. 사실상 금융위와 검찰의 합동 수사였다.주요 혐의는 2020년 2월 3일 SK이노베이션과 에코프로비엠이 맺은 2조7412억원 규모의 장기공급계약 공시 이전 핵심 임원들이 내부정보를 이용해 주식거래를 했다는 내용이다. 공시 당일 주가는 20.98% 뛰었다. 전날까지 5만원대였던 주가는 공시날부터 9거래일 연속 상승, 9만원대를 넘겼다.금융위는 이 사건을 처음 인지하자마자 패스트트랙으로 사건을 처리하기로 했다. 증권선물위원회 등을 거치지 않고 검찰과 협력해 압수수색 등 즉각적인 수사에 나서는 방식이다. 혐의가 어느정도 드러났거나 빠른 조사가 필요할 때 택하는 예외적 조치다. 금융위 관계자는 ""사건의 중대성과 핵심 피의자들의 증거인멸을 우려할 때는 패스트트랙으로 진행하게 된다""고 설명했다. 수사당국은 일부 임원들이 가족, 지인 등 차명으로 주식거래를 했는지도 들여다보는 것으로 전해졌다. 통상 조사 절차에 따라 핵심 피의자의 소환조사가 끝나면 기소가 이뤄질 것으로 보인다.이번 사건은 고위급 임원 다수가 얽혀있는 사안인만큼 사안이 심각하다는 게 증권업계 전문가들의 지적이다. 특히 ESG 경영 원칙이 강화되는 만큼 특정 공급 계약을 전후로 한 내부자거래 혐의는 적지 않은 타격이 될 것으로 업계는 보고 있다.익명을 요구한 한 증권사 2차전지 담당 애널리스트는 ""내부자거래로 기소가 된다면 기존 계약은 법원의 최종 판결이 나올때까지 유지되지만 추가 계약을 맺는 건 상당한 차질을 빚을 수 있다""며 ""양극재는 수요가 공급을 초과하는 공급자 우위 시장인 만큼 적극적인 공급 계약이 중요한데 기업 성장을 위한 중요한 시기를 놓치게 되는 것""이라고 우려했다. 에코프로비엠과 계약을 맺은 국내 배터리 업체들도 이 사안을 심각하게 바라보는 것으로 전해졌다. 자칫하면 안정적인 공급망이 강점인 'K-배터리' 밸류체인 신뢰도에 흠이 갈 수 있다는 시장의 우려도 있다.본지는 취재과정에서 회사의 해명을 듣기위해 이달초부터 수차례에 걸쳐 권우석 에코프로비엠 사업 대표를 비롯한 핵심 임원들에게 연락을 시도했다. 하지만 에코프로비엠측은 연락을 끊고 무대응으로 일관했다.",쵸코코로네 (2022.01.26 15:01:31): 한국에서 주식을 해?????|ㅇㅇ (2022.01.26 15:11:02): K-주식은 진짜 레전드다|ㅇㄷ (2022.01.26 15:13:29): 이딴게 코스닥 시총 2위 컄ㅋㅋㅋㅋ  - dc App|ㅇㅇ (2022.01.26 15:17:26): 이쯤되면 민족성이 존나 부패한듯 센징이라 죄송합니다.ㅠㅠ,2022-01-26 14:59:59,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1777366&exception_mode=recommend&search_pos=-1774423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
"개미, 2800선 붕괴에 레버리지 1500억원치 순매수","매크로 불안에 코스피 2800선 붕괴지수 반등 기대…“현금 챙겨라” 조언도24일 코스피 지수가 1% 넘게 하락하면서 2800선이 붕괴된 가운데 개인 투자자는 이날 레버리지 상품을 대거 사들였다. 레버리지 상품은 투자 기간 기초지수 수익률의 배수가 아닌 일 단위 기초지수 수익률의 배수를 추종한다는 점에서 투자자 주의가 요구된다.마켓포인트에 따르면 이날 하루 개인 투자자가 가장 많이 순매수한 종목은 ‘KODEX 레버리지’(971억원)였다. ‘KODEX 코스닥150 레버리지’(547억원)가 그 뒤를 이었다. 펄어비스(263750)(300억원) 기아(000270)(278억원) 위메이드(112040)(271억원) 등도 상위권에 이름을 올렸다.‘KODEX 레버리지’는 코스피200 지수의 일별수익률을 2배씩 추적하는 레버리지 상장지수펀드(ETF)다. 이달 들어 코스피 지수가 6.72% 하락하면서 ‘KODEX 레버리지’ 또한 12.39% 빠졌지만, 이날 하락을 과매도로 판단하고 단기 급등에 기대를 건 것으로 풀이할 수 있다.반면 주가 하락 시마다 대거 사들였던 ‘삼성전자(005930)’ 사랑은 다소 식은 분위기다. 이날 개인 투자자는 삼성전자를 1300억원치 순매도했다. 코스피200 선물 지수의 일별수익률을 음(陰)의 2배수로 추종하는 ‘KODEX 200선물인버스2X’도 643억원치 내다팔았다.일각에선 리스크 대비 차원에서 현금 비중을 일부 늘릴 것을 권고했다. 이경민 대신증권 연구원은 단기적으로 코스피는 반등 시도에 나설 가능성이 높지만, 이는 중기 하락추세 속에 전환점에서 나타나는 기술적 반등이라고 내다봤다. 그는 “낙폭과대주 중심으로 단기 트레이딩 전략은 유효하겠지만, 전략적으로는 여전히 리스크 관리가 필요한 시점”이라면서 “코스피 1차 반등 목표치는 단기 하락폭의 50% 되돌림 수준인 2910선 전후로, 코스피 2900선 이상에서는 다시 한 번 주식비중 축소하고 현금비중 확대가 필요하다”고 판단했다.",ㅇㅇ (2022.01.24 17:10:22): 상승장일때랑 반대네 ㅡㅡ; 1600폭락에서 부터 3000넘을때까지 계속 개미들 곱버스 산다고 뉴스나오더만 ㅋ  이젠 레버리지 사모은다고 뉴스나오는구만..  상승장에 곱버스 산 아메바가 나야~ 나~~|갱부 (2022.01.24 19:42:47): 아|ㅇㅇ (2022.01.24 20:28:56): 아 더 떨어지겠노 ㅅㅂ|ㅇㅇ (2022.01.24 20:55:46): 그럼 기관이 사겟냐? ㅋㅋ|Invictus (2022.01.24 23:35:10): 이 시불  - dc App,2022-01-24 16:57:56,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1767142&exception_mode=recommend&search_pos=-1764423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
오스템 ~> 코스닥 1위갈거같으면 개추ㅋㅋ,,달러 (2022.01.24 11:43:08): 좆에 임플란트 출발 컄ㅋㅋㅋ|ㅇㄷ (2022.01.24 11:43:32): 응 1위는 씨젠이 갈거야 컄ㅋㅋㅋㅋㅋㅋ  - dc App|ㅇㅇ (2022.01.24 11:48:56): 매출유지되면 킹정|ㅇㅇ (2022.01.24 12:11:33): 거래정지시킨 경리 팀장은 대체 몇 수 앞을 바라본거냐 ㄷㄷㄷㄷㄷㄷ|XXXtentaci (2022.01.24 13:49:11): 진짜 인생은 모르는듯|ㅇㅇ (2022.01.24 17:48:08): 상폐되면 또모르지 ㅋㅋ,2022-01-24 11:42:52,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1765780&exception_mode=recommend&search_pos=-1764423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스닥시총 1~2위해도 좆소는 좆소구나,현산은 반년전 부터 계속 미적거리기만 하던데수사 진척도 전혀 안보이고에코프로비엠은바로 다음날에 대표이사부터 조져버리네재벌이고 아니고 차이가 이렇게 크구만,ㅇㅇ (2022.01.23 16:01:12): 진짜네|ㅇㅇ (2022.01.23 18:08:12): 정관계에 로비를 하느냐 안하느냐|ㅇㅇ (2022.01.23 18:37:05): 현대가랑 비교는 좀|동귀어진 (2022.01.23 18:42:33): 현산 회장도 안전한 빤스런 한거 보셈,2022-01-23 15:44:28,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1763184&exception_mode=recommend&search_pos=-1764423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
주식은 정보싸움입니다 알으셔야합니다,코스피 = 병신 미장 = 남들한텐 다 대줘도 너한텐 안 대줌 코스닥 = 하우스 곱버스 = 가치투자 좆인 = 디지털 쓰레기 자궁 = 열중 쉬는 것 예적금 = 무적  월급 = 신 위 사항만 숙지하셔도 시장에서 살아남을수 있습니다  - dc official App,ㅇㅇ (2022.01.22 21:53:36): 코-멘|ㅇㅇ (2022.01.22 22:03:05): 알으셔야->아셔야,2022-01-22 21:50:29,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1762277&exception_mode=recommend&search_pos=-1764423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
비트코인 현상황.jpg,코스피 코스닥도 곧 이렇게 되는거 알제?,dsadas (2022.01.21 11:30:23): 4만 복귀했는데 또 헛소리하제|ㅅㅅㅅ (2022.01.21 11:32:21): 6만달러 넘게가던거 4만달러 복귀했다고 좋아하네 ㅋㅋㅋㅋㅋㅋㅋㅋ|ㅅㅅㅅ (2022.01.21 11:46:34): 4만 지금 또 깨진거 알제?|x (2022.01.21 11:54:34): 응 제작년에 6천달러였어 니같은놈이나 6만달러에사지 ㅋㅋ|ㅅㅅㅅ (2022.01.21 13:13:35): 너 평단 6천달러임? ㅋㅋㅋㅋㅋㅋㅋㅋ|앙겔 (2022.01.21 11:33:40): 저딴 쓰레기가 디지털금이니 이 지랄하던 능지면 처 맞아야지 ㅋㅋㅋㅋ 폭발하는 유동성의 찌끄래기 줏어먹던 새끼들이 온갖 개소리를 다 지껄이더니 꼴좋노|ㅇㅇ (2022.01.21 11:35:03): 시발 쇼와시대 만화냐?|ㅇㅇ (2022.01.21 11:39:20): 황국식민 아니랄까봐 쇼와시대 ㅇㅈㄹ ㅋㅋㅋ|ㅇㅇ (2022.01.21 13:04:26): 표류교실 명작임|ㅇㅇ (2022.01.21 13:21:19): -30인데 뭔 자살드립임? 옵션해서 원금 다처날린것도아니고,2022-01-21 11:29:25,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1758588&exception_mode=recommend&search_pos=-1754423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
